Name,Wiki Link,Stack Size,Card Price,Reward,Reward Price,Total Investment,Profit,Trade Link
The Fletcher,"=HYPERLINK(""https://poewiki.net/wiki/The Fletcher"",""Wiki"")",5,25.0,Drillneck | Corrupted,1.0,125.0,-124.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Fletcher%22}}"",""Trade"")"
Scholar of the Seas,"=HYPERLINK(""https://poewiki.net/wiki/Scholar of the Seas"",""Wiki"")",7,18.0,Mao Kun,1.0,126.0,-125.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Scholar%20of%20the%20Seas%22}}"",""Trade"")"
Chasing Risk,"=HYPERLINK(""https://poewiki.net/wiki/Chasing Risk"",""Wiki"")",4,31.32,Synthesis Item,0.0,125.28,-125.28,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Chasing%20Risk%22}}"",""Trade"")"
The Return of the Rat,"=HYPERLINK(""https://poewiki.net/wiki/The Return of the Rat"",""Wiki"")",3,43.0,Tavukai,2.0,129.0,-127.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Return%20of%20the%20Rat%22}}"",""Trade"")"
The Darkest Dream,"=HYPERLINK(""https://poewiki.net/wiki/The Darkest Dream"",""Wiki"")",6,22.0,Severed in Sleep | Corrupted,2.0,132.0,-130.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Darkest%20Dream%22}}"",""Trade"")"
Pride of the First Ones,"=HYPERLINK(""https://poewiki.net/wiki/Pride of the First Ones"",""Wiki"")",7,20.0,Farrul's Fur,8.0,140.0,-132.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Pride%20of%20the%20First%20Ones%22}}"",""Trade"")"
The Feast,"=HYPERLINK(""https://poewiki.net/wiki/The Feast"",""Wiki"")",5,27.5,Romira's Banquet | Corrupted,1.0,137.5,-136.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Feast%22}}"",""Trade"")"
The Calling,"=HYPERLINK(""https://poewiki.net/wiki/The Calling"",""Wiki"")",6,23.5,Beyond Item,0.0,141.0,-141.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Calling%22}}"",""Trade"")"
Winter's Embrace,"=HYPERLINK(""https://poewiki.net/wiki/Winter's Embrace"",""Wiki"")",2,72.77,Circle of Fear | Three-Implicit | Synthesised,3.0,145.54,-142.54,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Winter's%20Embrace%22}}"",""Trade"")"
The Betrayal,"=HYPERLINK(""https://poewiki.net/wiki/The Betrayal"",""Wiki"")",9,16.5,Maligaro's Virtuosity,5.0,148.5,-143.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Betrayal%22}}"",""Trade"")"
Misery in Darkness,"=HYPERLINK(""https://poewiki.net/wiki/Misery in Darkness"",""Wiki"")",6,25.89,Shroud of the Lightless,10.0,155.34,-145.34,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Misery%20in%20Darkness%22}}"",""Trade"")"
Gemcutter's Mercy,"=HYPERLINK(""https://poewiki.net/wiki/Gemcutter's Mercy"",""Wiki"")",3,51.84,Exceptional Gem,8.0,155.52,-147.52,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Gemcutter's%20Mercy%22}}"",""Trade"")"
Azyran's Reward,"=HYPERLINK(""https://poewiki.net/wiki/Azyran's Reward"",""Wiki"")",9,21.84,Prismatic Jewel | Corrupted,45.5,196.56,-151.06,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Azyran's%20Reward%22}}"",""Trade"")"
The Scavenger,"=HYPERLINK(""https://poewiki.net/wiki/The Scavenger"",""Wiki"")",8,19.4,Carcass Jack,2.0,155.2,-153.2,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Scavenger%22}}"",""Trade"")"
Deadly Joy,"=HYPERLINK(""https://poewiki.net/wiki/Deadly Joy"",""Wiki"")",6,27.0,Torrent's Reclamation | Two-Implicit | Corrupted,0.0,162.0,-162.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Deadly%20Joy%22}}"",""Trade"")"
Might is Right,"=HYPERLINK(""https://poewiki.net/wiki/Might is Right"",""Wiki"")",9,19.0,Trypanon,3.3,171.0,-167.7,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Might%20is%20Right%22}}"",""Trade"")"
The Ruthless Ceinture,"=HYPERLINK(""https://poewiki.net/wiki/The Ruthless Ceinture"",""Wiki"")",7,24.5,Meginord's Girdle | Corrupted,1.0,171.5,-170.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Ruthless%20Ceinture%22}}"",""Trade"")"
The White Knight,"=HYPERLINK(""https://poewiki.net/wiki/The White Knight"",""Wiki"")",8,21.8,Six-Link Astral Plate | Item Level: 100 | Crusader Item,0.0,174.4,-174.4,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20White%20Knight%22}}"",""Trade"")"
The Eye of the Dragon,"=HYPERLINK(""https://poewiki.net/wiki/The Eye of the Dragon"",""Wiki"")",10,17.61,Jewel | Corrupted,0.0,176.1,-176.1,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Eye%20of%20the%20Dragon%22}}"",""Trade"")"
The Drunken Aristocrat,"=HYPERLINK(""https://poewiki.net/wiki/The Drunken Aristocrat"",""Wiki"")",8,22.5,Divination Distillate,1.0,180.0,-179.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Drunken%20Aristocrat%22}}"",""Trade"")"
Beauty Through Death,"=HYPERLINK(""https://poewiki.net/wiki/Beauty Through Death"",""Wiki"")",5,39.0,Atziri's Reflection,15.0,195.0,-180.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Beauty%20Through%20Death%22}}"",""Trade"")"
Boon of the First Ones,"=HYPERLINK(""https://poewiki.net/wiki/Boon of the First Ones"",""Wiki"")",6,30.0,Bestiary Item,0.0,180.0,-180.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Boon%20of%20the%20First%20Ones%22}}"",""Trade"")"
The Leviathan,"=HYPERLINK(""https://poewiki.net/wiki/The Leviathan"",""Wiki"")",7,26.0,Maven Item | Two-Implicit | Corrupted,0.0,182.0,-182.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Leviathan%22}}"",""Trade"")"
The Side Quest,"=HYPERLINK(""https://poewiki.net/wiki/The Side Quest"",""Wiki"")",5,37.29,20x Scouting Report,0.0,186.45,-186.45,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Side%20Quest%22}}"",""Trade"")"
The Craving,"=HYPERLINK(""https://poewiki.net/wiki/The Craving"",""Wiki"")",4,50.0,Unending Hunger,11.0,200.0,-189.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Craving%22}}"",""Trade"")"
Home,"=HYPERLINK(""https://poewiki.net/wiki/Home"",""Wiki"")",3,63.45,Exceptional Gem | Quality: +1-20%,0.0,190.35000000000002,-190.35000000000002,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Home%22}}"",""Trade"")"
Duality,"=HYPERLINK(""https://poewiki.net/wiki/Duality"",""Wiki"")",2,97.75,Body Armour | Item Level: 100 | Double-Influenced Item,0.0,195.5,-195.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Duality%22}}"",""Trade"")"
The Dungeon Master,"=HYPERLINK(""https://poewiki.net/wiki/The Dungeon Master"",""Wiki"")",7,28.02,Belt | Double-Influenced Item,0.0,196.14,-196.14,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Dungeon%20Master%22}}"",""Trade"")"
Dying Light,"=HYPERLINK(""https://poewiki.net/wiki/Dying Light"",""Wiki"")",10,20.0,Diamond Ring | Item Level: 100 | Shaper + Elder Item,1.0,200.0,-199.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Dying%20Light%22}}"",""Trade"")"
The Aspirant,"=HYPERLINK(""https://poewiki.net/wiki/The Aspirant"",""Wiki"")",5,42.36,Item | Elevated Item | Influenced Item,0.0,211.8,-211.8,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Aspirant%22}}"",""Trade"")"
The Offspring,"=HYPERLINK(""https://poewiki.net/wiki/The Offspring"",""Wiki"")",9,25.0,Ryslatha's Coil,13.0,225.0,-212.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Offspring%22}}"",""Trade"")"
Mawr Blaidd,"=HYPERLINK(""https://poewiki.net/wiki/Mawr Blaidd"",""Wiki"")",16,14.17,Eyes of the Greatwolf,13.0,226.72,-213.72,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Mawr%20Blaidd%22}}"",""Trade"")"
Lost Worlds,"=HYPERLINK(""https://poewiki.net/wiki/Lost Worlds"",""Wiki"")",8,26.9,Map | Map Tier: 15,0.0,215.2,-215.2,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Lost%20Worlds%22}}"",""Trade"")"
The Hook,"=HYPERLINK(""https://poewiki.net/wiki/The Hook"",""Wiki"")",8,26.91,Level 21 Gem | Alternate Quality: +23% | Corrupted,0.0,215.28,-215.28,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Hook%22}}"",""Trade"")"
A Modest Request,"=HYPERLINK(""https://poewiki.net/wiki/A Modest Request"",""Wiki"")",3,79.66,Megalomaniac | Corrupted,10.0,238.98,-228.98,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22A%20Modest%20Request%22}}"",""Trade"")"
Dementophobia,"=HYPERLINK(""https://poewiki.net/wiki/Dementophobia"",""Wiki"")",11,21.89,10x Delirium Orb,0.0,240.79000000000002,-240.79000000000002,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Dementophobia%22}}"",""Trade"")"
Terrible Secret of Space,"=HYPERLINK(""https://poewiki.net/wiki/Terrible Secret of Space"",""Wiki"")",8,37.29,Level 21 Golem Gem | Any Quality Type: +23% | Corrupted,0.0,298.32,-298.32,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Terrible%20Secret%20of%20Space%22}}"",""Trade"")"
Monochrome,"=HYPERLINK(""https://poewiki.net/wiki/Monochrome"",""Wiki"")",3,103.7,2x Elevated Sextant,0.0,311.1,-311.1,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Monochrome%22}}"",""Trade"")"
The Queen,"=HYPERLINK(""https://poewiki.net/wiki/The Queen"",""Wiki"")",16,20.06,Atziri's Acuity,3.0,320.96,-317.96,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Queen%22}}"",""Trade"")"
Broken Promises,"=HYPERLINK(""https://poewiki.net/wiki/Broken Promises"",""Wiki"")",2,191.7,Diamond Ring | Item Level: 87 | Two-Implicit | Synthesised,1.0,383.4,-382.4,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Broken%20Promises%22}}"",""Trade"")"
Cursed Words,"=HYPERLINK(""https://poewiki.net/wiki/Cursed Words"",""Wiki"")",13,31.13,Maw of Mischief,10.0,404.69,-394.69,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Cursed%20Words%22}}"",""Trade"")"
Magnum Opus,"=HYPERLINK(""https://poewiki.net/wiki/Magnum Opus"",""Wiki"")",5,79.08,Item | Item Level: 100 | Three-Implicit | Synthesised,0.0,395.4,-395.4,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Magnum%20Opus%22}}"",""Trade"")"
The Shieldbearer,"=HYPERLINK(""https://poewiki.net/wiki/The Shieldbearer"",""Wiki"")",8,102.6,The Squire,350.3,820.8,-470.49999999999994,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Shieldbearer%22}}"",""Trade"")"
The Journey,"=HYPERLINK(""https://poewiki.net/wiki/The Journey"",""Wiki"")",3,157.8,Harbinger's Orb,0.0,473.40000000000003,-473.40000000000003,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Journey%22}}"",""Trade"")"
The Greatest Intentions,"=HYPERLINK(""https://poewiki.net/wiki/The Greatest Intentions"",""Wiki"")",10,75.0,The Saviour | Two-Implicit | Corrupted,270.0,750.0,-480.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Greatest%20Intentions%22}}"",""Trade"")"
The Beast,"=HYPERLINK(""https://poewiki.net/wiki/The Beast"",""Wiki"")",6,89.06,Belly of the Beast,3.0,534.36,-531.36,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Beast%22}}"",""Trade"")"
The Samurai's Eye,"=HYPERLINK(""https://poewiki.net/wiki/The Samurai's Eye"",""Wiki"")",3,201.7,Watcher's Eye,60.0,605.0999999999999,-545.0999999999999,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Samurai's%20Eye%22}}"",""Trade"")"
Remembrance,"=HYPERLINK(""https://poewiki.net/wiki/Remembrance"",""Wiki"")",8,80.56,Precursor's Emblem | Corrupted,50.0,644.48,-594.48,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Remembrance%22}}"",""Trade"")"
Imperfect Memories,"=HYPERLINK(""https://poewiki.net/wiki/Imperfect Memories"",""Wiki"")",5,126.0,Jewellery | Item Level: 100 | Three-Implicit | Synthesised,0.0,630.0,-630.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Imperfect%20Memories%22}}"",""Trade"")"
Fateful Meeting,"=HYPERLINK(""https://poewiki.net/wiki/Fateful Meeting"",""Wiki"")",9,70.45,League-Specific Item | Double-Influenced Item | Item Level: 97 | Two-Implicit | Corrupted,0.0,634.0500000000001,-634.0500000000001,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Fateful%20Meeting%22}}"",""Trade"")"
The Immortal,"=HYPERLINK(""https://poewiki.net/wiki/The Immortal"",""Wiki"")",10,3935.0,House of Mirrors,38644.0,39350.0,-706.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Immortal%22}}"",""Trade"")"
The Lord of Celebration,"=HYPERLINK(""https://poewiki.net/wiki/The Lord of Celebration"",""Wiki"")",4,201.35,Sceptre of Celebration | Shaper Item,0.0,805.4,-805.4,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Lord%20of%20Celebration%22}}"",""Trade"")"
Lethean Temptation,"=HYPERLINK(""https://poewiki.net/wiki/Lethean Temptation"",""Wiki"")",6,171.5,Nebulis,50.0,1029.0,-979.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Lethean%20Temptation%22}}"",""Trade"")"
The Rabbit's Foot,"=HYPERLINK(""https://poewiki.net/wiki/The Rabbit's Foot"",""Wiki"")",8,130.7,10x Incursion Vial,0.0,1045.6,-1045.6,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Rabbit's%20Foot%22}}"",""Trade"")"
A Familiar Call,"=HYPERLINK(""https://poewiki.net/wiki/A Familiar Call"",""Wiki"")",3,350.3,Jewellery of Farrul | Item Level: 100 | Shaper + Hunter Item,0.0,1050.9,-1050.9,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22A%20Familiar%20Call%22}}"",""Trade"")"
Rebirth,"=HYPERLINK(""https://poewiki.net/wiki/Rebirth"",""Wiki"")",27,41.0,Charan's Sword,0.0,1107.0,-1107.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Rebirth%22}}"",""Trade"")"
The Siren,"=HYPERLINK(""https://poewiki.net/wiki/The Siren"",""Wiki"")",7,159.62,The Whispering Ice | Corrupted,1.0,1117.3400000000001,-1116.3400000000001,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Siren%22}}"",""Trade"")"
The Mad King,"=HYPERLINK(""https://poewiki.net/wiki/The Mad King"",""Wiki"")",7,177.5,Ultimatum Aspect,0.0,1242.5,-1242.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Mad%20King%22}}"",""Trade"")"
Desperate Crusade,"=HYPERLINK(""https://poewiki.net/wiki/Desperate Crusade"",""Wiki"")",3,437.86,Prism Guardian,7.0,1313.58,-1306.58,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Desperate%20Crusade%22}}"",""Trade"")"
Auspicious Ambitions,"=HYPERLINK(""https://poewiki.net/wiki/Auspicious Ambitions"",""Wiki"")",4,386.4,Experimented Item | Item Level: 100 | Double-Influenced Item,0.0,1545.6,-1545.6,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Auspicious%20Ambitions%22}}"",""Trade"")"
The Destination,"=HYPERLINK(""https://poewiki.net/wiki/The Destination"",""Wiki"")",9,190.0,Watcher's Eye | Two-Implicit | Corrupted,60.0,1710.0,-1650.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Destination%22}}"",""Trade"")"
The Apothecary,"=HYPERLINK(""https://poewiki.net/wiki/The Apothecary"",""Wiki"")",5,9511.0,Mageblood,45889.0,47555.0,-1666.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Apothecary%22}}"",""Trade"")"
The Gulf,"=HYPERLINK(""https://poewiki.net/wiki/The Gulf"",""Wiki"")",5,377.8,Thread of Hope | Two-Implicit | Corrupted,44.4,1889.0,-1844.6,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Gulf%22}}"",""Trade"")"
The Fiend,"=HYPERLINK(""https://poewiki.net/wiki/The Fiend"",""Wiki"")",11,805.9,Headhunter | Corrupted,6305.0,8864.9,-2559.8999999999996,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22The%20Fiend%22}}"",""Trade"")"
Matryoshka,"=HYPERLINK(""https://poewiki.net/wiki/Matryoshka"",""Wiki"")",8,350.3,Onyx Amulet | Item Level: 85 | Quality: +20% | Influenced Item | Four Anointments | Incubating Talisman Item | Corrupted,2.0,2802.4,-2800.4,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Matryoshka%22}}"",""Trade"")"
Divine Justice,"=HYPERLINK(""https://poewiki.net/wiki/Divine Justice"",""Wiki"")",1,2986.0,Helmet | Eternal Labyrinth Enchantment,0.0,2986.0,-2986.0,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Divine%20Justice%22}}"",""Trade"")"
Luminous Trove,"=HYPERLINK(""https://poewiki.net/wiki/Luminous Trove"",""Wiki"")",7,498.5,Voices | Corrupted,1.0,3489.5,-3488.5,"=HYPERLINK(""https://www.pathofexile.com/trade/search/Mirage?q={%22query%22:{%22filters%22:{%22type_filters%22:{%22filters%22:{%22category%22:{%22option%22:%22card%22}}}},%22type%22:%22Luminous%20Trove%22}}"",""Trade"")"
